review,is_positive
 The Hotel architecture and interior desing,1
 The breakfast,1
 Comfy bed spacious,1
 Excellent location Very clean ,1
 The bed and room size,1
 Hospitality was great these guys went the extra mile to make our stay special We will definitely come back,1
 The staff were friendly and very helpful The hotel was clean modern and perfectly situated for London sightseeing ,1
 Friendly staff and good location in the city,1
 Very conformable for public transportation Large room ,1
 Location hotel style superb breakfast ,1
 Location and fair price by the time i booked ,1
 Really close to the tube station Breakfast was very good quality Good shower Not too much traffic noise at night ,1
 Space of the room n bathroom,1
 Location,1
 Stylish modern hotel right beside a Metro stop that is only 4 stops from Centraal Station 3 stops from Nieumarkt from where you can walk to the Red Light District It is less than 10 minutes from Nieumarkt on the Metro Hotel also has several vending machines one of which contains travel essentials you may have forgotten ,1
 The main reception areas were beautifully decorated,1
 Excellent location friendly staff room was clean bed comfortable Definitely will stay there again,1
 The staff in this hotel are very kind and helpful The location is good and convenient to go to airport ,1
 Beds were amazing,1
 Just a perfect hotel from the room to the staff,1
 Room was really modern and the beds were comfy and the shower was powerful and spacious Hotel was lovely and the food was very good Perfect location being across the road from the train station ,1
 Breakfast was very good and staff very attentive ,1
 Bed was very comfy and bathroom was beautiful ,1
 The room was a good size and the terrace was cool ,1
 The room was a good size clean good tv internet The breakfast waitresses were helpful and friendly The breakfast was lovely with a very good choice of items ,1
 Good location close to the naschmarkt district Easy but quite long walk 30 min to the innerstadt very close to Pilgramstrasse tube station Recently refurbished building and rooms,1
 Staff was excellent hotel modern very clean and well equipped,1
 Breakfast was excellent The room was very nice very modern with a huge bed ,1
 Excellent staff Good ambience,1
 The Location was good on a quiet street about 200 meters from the Earls court Tube and buses Close to some nice restaurants and pubs for breakfast lunch or dinner,1
 The receptionist was an excellent face of the business in that she was polite professional knowledgable helpful The room was spotless the bed was comfortable This hotel has clearly had a refurbishment since I last stayed I will definitely be returning again ,1
 Location Room size Bathroom size etc,1
 Very comfortable well run and felt very relaxed Staff at reception very helpful excellent breakfast nice pool and sauna ,1
 Bed was comfy staff helpful and friendly good breakfast free wifi clean,1
 Very good hotel but the lobby bar is limited,1
 Very nice room next to green space outside ,1
 Very comfy bed,1
 very comfy bed pool larger than expected,1
 The service from all staff was excellent Superb location everything was easy to get to ,1
 Loved the hotel transfer from airport Beds also exceptionally comfortable We didn t have breakfast at the hotel so can t comment but everything was just great for us a couple getting away for the weekend having left the kids with granny at home A wonderful weekend ,1
 The staff were bery nice and friendly and very dedicated staff professional too all of the staff recipitionist froom portman to the manager,1
 Size of rooms stylish fit out great SPA and very good sky view restaurant and frindly staff,1
 Service rooms cleanliness ,1
 Good location ,1
 Staff friendly bar area seemed nice Good location for team and amazing bakery a short walk down road ,1
 friendly staff,1
 Reception fab Rooms pathetic ,1
 Service was outstanding Room was beautiful ,1
 Excellent staff clean good breakfast ideal location for theatres and museums,1
 WE have stayed a number of times the location is excellent with added bonus of nearby parking beds rooms very clean and comfortable Staff helpful and polite,1
 Situation just perfect friendly staff i travelled on my own and felt very safe here breakfast excellent,1
 I was amazed to find this cheap 4 hotel in central London that was a Holiday Inn More like Luxury Holiday Inn Wow Great hotel and the most comfortable bed I ve stayed in for a long time ,1
 Staff very courteous and helpful The gentlemen on the customer services left luggage etc were so helpful with boarding pass help and general information the lovely Ricardo on reception he is such an asset to the hotel so professional with his approach to a particular issue he deserves special attention ,1
 Comfortable bed Very well kept and clean,1
 Very friendly staff Nice large room Very comfy bed Refurbished,1
 The size of the room The opportunity to open the window ,1
 location,1
 Our de luxe room was great Despite being in the centre of London it was so quiet and the bed so comfortable I slept really well ,1
 i liked location it was a very good business hotel,1
 Comfortable bed and tasteful decor The breakfast area was bright and modern Reception staff were very polite and helpful ,1
 Choice,1
 Location close to the Gloucester tube station,1
 Comfy bed,1
 The staff are very good and well trained They can t do enough to help ,1
 The staff was nice enough to upgrade us to a suite as soon as we checked in which was great The room was very nice with a small sitting area and free wifi The location was great as it was right off Via Buenos Aires which is one of the main streets in the city loaded with people shops and places to eat In addition they included breakfast in the room charge which is a big plus If you cannot wait until the restaurant opens at 7 00 AM you can grab coffee and a roll in the lobby which worked perfect for us as we had to catch an early train There is also a bar caf right down the street so you can grab a drink in the evening with the locals if you like I stayed at a beautiful hotel on Via Buenos Aires the weekend before but I spent a lot more for a very small room and had to request to be moved to a larger room The room cost significantly more and did not include any breakfast so I will plan to stay at Starhotels Ritz next time as it is a better value and I liked the room much better ,1
 Friendly staff lovely comfortable room ,1
 Very helpful staff ,1
 Huge bed and bathroom area very gorgeous room with fabulous views,1
 Very friendly and accomodating staff and manager Very responsive to our requests Nice and quite location with good access to public transportation convenient for getting around all parts of London,1
 overall atmosphere comfortable rooms beds nicely equipped gym,1
 Everything was superb Loved it Would definitely recommend the buffet the sauna and whirlpool The view is beautiful definitely request a river view room for the little extra price All staff from Reception to chambermaids to waiting on staff were always cheerful and helpful ,1
 Great location Room had a microwave How cool is that ,1
 Everything was perfect ,1
 Very comfortable in a superb location Very good breakfast and city links close by and frequent,1
 The rooms was spacious and it was a King sized bed very hard to find in the UK It was very clean and we had a view of the courtyard The staff were extremely friendly and accomodating The location is awesome just blocks from the Parliament buildings and Westminster Abbey ,1
 Location is great,1
 It is the best hotel I have visited in my life from all perspectives It also has a free limousine that goes to centre of Milan every 20 minutes ,1
 Good service,1
 The nice rooms tv fast wireless the great bathroom,1
 Excellent having a heated towel rail for drying towels quickly and drying any hand washing The room was just big enough and the desk was great with the charging units supplied ,1
 Staff were great Breakfast excellent bar was good and reasonably priced for the location Air Con in bedroom,1
 Cleanliness and staff,1
 Love the the location Love the in room breakfast,1
 Great location and amazing building ,1
 Excellent location ,1
 Great location and staff Great bed ,1
 Ok,1
 Staff very friendly,1
 Great location one block to Russell Square and buses or tubes Staff the friendliest I have encountered Very quiet and feels like a country hotel ,1
 Staff were really helpful Good breakfast,1
 The bed was extremely comfortable Great location Loved the adjoining bar Staff very helpful Would definitely return ,1
 Great breakfast choice,1
 Location ,1
 All,1
 Very convenient location for transport and commuting Spacious clean comfortable and quiet rooms Fridge bottle openers and ironing equipments in the room on top of the tea coffee making facility enough coffee and tea bags for several cups Ice dispensers in the corridors Very pleasant helpful and efficient staff resulting in very smooth and quick check in and check out Very happy with the hotel and the staff ,1
 The hotel was amazing However we were not woken up on checkout as we had overslept The staff called us at 3 30pm to let us know So we ended paying an extra 40 On top of 25 parking which is an absoloute rip off considering how much you pay for the room and room service was extortionate ,1
 The hotel was lovely and quiet we were on the seventh floor so potentially a long way from any of the general hotel noises ,1
 The business Center was a great help and quite The printers kept running out of paper but the staff at reception were professional in sorting this out ,1
 The service was impeccable The staff couldn t do enough for us The fruit and quality of ingredients were the best I ve encountered The view and the room was out of this world It was my partners birthday surprise and the hotel made a really great stay for us ,1
 Very comfy bed,1
 Very comfortable modern clean and quiet 12th floor room Friendly and helpful staff Great facilities pool and spa area ,1
 Pool and roof top terrace were superb ,1
 I love the location and the small compact rooms suite me very well Quieter than some of the bigger hotels in the area but expect some noise its London,1
 Staff were friendly and polite,1
 Upon arrival staff saw it was my birthday and so after being upgraded to a larger room we were upgraded to a suite Which was spacious and beautifully decorated lush and warm The service was professional and the staff very friendly and helpful Dinner at the restaurant was AMAZING And the location was right in the old city 10 minute walk from everywhere and in the center of great restaurants bars and shopping ,1
 Very clean close to hyde parke you can walk all famous places always coffee and english tea at room,1
 The location of this hotel was excellent about a 10 15 walk from the train station and a 2 minute walk from the nearest metro station The local supermarket was 5 minutes away for drinks and snacks I especially liked the little fitness suite with its steam room and sauna excellent use of space in the hotel and the staff were very friendly The breakfast included was a good bonus lots of variety and everything appeared to be fresh lovely The bed was very comfortable and the ensuite shower had good water pressure very important no one wants to have a shower under a drip I would also like to add that as our return flight was not until the evening we asked if we could have a late checkout and the hotel very kindly did not charge us for this what superb customer service Oh yes the daily complimentary chocolate was lovely ,1
 Staff were excellent very friendly and helpful,1
 We have tried many hotels in the West End over last several years trying to find that balance between location price facilities etc and consider the Mandeville passed our expectations We booked a Deluxe Double room which was very nice although quite compact Separate tea coffee facilities safety box Bed was very comfortable linen fresh The bathroom was excellent well appointed and large with separate shower and bathtub yes a true bathroom unlike some places which advertise a bathroom but which has no separate bath and is actually just a shower room The AC was excellent and we were able to keep the room cool very important in London in the summer Lounge bar was a great venue for pre dinner cocktail or after dinner relaxing Staff were all very efficient and friendly Overall we were very happy Free WiFi very good and we did not have to continually re login which can be a real inconvenience in some locales Location simply excellent with great pubs dining across Wigmore Street in St Christopher Place also along and behind Marylebone High Street ,1
 safe and quiet place excellent breakfast ,1
 In general a very nice place to stay at Shoreditch Very nice friendly and helpful staff I d risk to say that everything works well at CitizenM ,1
 Every think is perfect especially the cleanliness,1
 The hotel staff were always so lovely and friendly room was amazing bed was comfy ,1
 Wifi,1
 Amazing location friendly staff,1
 Our room was amazing really spacious modern clean and had a nespresso coffee machine Really great common areas the gym had every piece of equipment i needed and the staff were really accommodating and nice The stroopwafel was a nice touch too,1
 The staff was openly friendly from arrival to the time we departed The ambiance was so relaxing and worth spending the money to receive such services ,1
 Very helpful staff always friendly A nice quiet part of central London Small spa gym area but clean and nicely equipped Breakfast was included in our tariff and the buffet was quite extensive Easy connections to both Victoria and Waterloo stations,1
 Breakfast is outstanding,1
 special thanks to the staff of the restaurant serving breakfast very much kind and helpfull this had made the breakfast better location good close to restaurants and Centrak Station ,1
 Excellent buffet breakfast ,1
 Very comfy bed Good service breakfast I would esp Like to thal Fatima at reception who was very courteous helpful with genuine smile rapidly corrected a mistake with the room gave me a better room ,1
 Staff are very attentive and pleasant tried to meet your needs to a maximum spotless clean and comfortable room deluxe Double almost everything we need are in the area with easy access ,1
 Changing rooms too small in spa and didnt expect to pay for spa facilities,1
 A little bit space in room should be wash be sine in bathroom,1
 Location only ,1
 Great location very helpful and cheerful staff superb breakfast and a lovely rooftop terrace with views over Barcelona ,1
 The welcome from staff was second to none There attention to detail to meet your every need was first class The location was great Breakfast was lovely ,1
 Staff very friendly and responsive Lounge and restaurant looked very nice Bar manager helpful by offering a jug of milk for coffee Nescafe is pretty uninviting and a plunger could be in the rooms Rooms comfortable even though small Ironing board and iron in room Given the small size room two suitcase stands would be useful ,1
 the location is amazing few steps from park subway and restaurants shops,1
 Price,1
 Only location,1
 Breakfast was okay Cleanliness in rooms is good lobby is dated All staff are all Spanish why is there no English person working for a hotel in London Swimming pool is okay The English theme of Henry Viii is all that is left of the English Breakfast staff are nice and clean Location is easy to get to the city and A40 Area resturants are not the best Best to go the Westbourne for High End ,1
 During our visits to Milan we ve always stayed at this hotel and we don t see any reason to change it Reasons very polite and helpful staff perfect location only 20 min walking distance to the Duomo and just a small distance to the main shopping street Buenos Aires very good breakfast including huge variety of fresh baked sweets eggs bacon bread salami etc small but clean and comfortable rooms very good wi fi comfortable bed In addition on the lobby there are coffee tea sweets and apples that you can take ,1
 Location friendly staff leisure facilities late check out cleanliness,1
 Friendly staff pleasant room,1
 The hotel was situated near the Sttion in Barcelona whichmeant that we could use the Metro system for everything We loved the Spa area since it was not frequented by other guests They made is feel very welcome As a welcome gift we had two cup cakes the first night Great view from the restaurant at the top floor ,1
 Large selection of food at breakfast ,1
 location staff atmosphere ,1
 Generally good facilities and helpful staff the hotel also has an excellent bar foyer and restaurant ,1
 My husband and I loved everything about the hotel the location was outstanding our room except for mirrors and lack of power points cleanliness and turn downs reception bar sitting areas both inside and out were gorgeous and of course the evening jazz in the jazz lounge All staff were very helpful and polite We would definitely stay here again if we return to Paris ,1
 Staff were nice in fairness,1
 Everything,1
 It with well within three metro stations from the Duomo The breakfast was very good and the room clean and convenient ,1
 Location is very good,1
 Location convenient for central London ,1
 Location,1
 The hotel was lovely really good staff and the room was very comfortable except for the noise The bar staff were very welcoming ,1
 Perfect location friendly staff with good size and clean room ,1
 The staff was very friendly Location is good to neighter train or car transship ,1
 There s very little about this hotel that I didn t like Its gorgeous ,1
 The location and the breakfast,1
 Most things were more than excellent especially the staff who were brilliant ,1
 bikes that they hire very good,1
 location staff and breakfast,1
 Location was close to Shepherds Bush Tube Room was modern and clean had a fridge hairdryer and good shower felt safe and secure on the first floor Staff were polite and friendly Lift to upper floors ,1
 Value for money was great Nice big bathroom with bath Spacious room ,1
 Location location and location staff are so friendly,1
 Location,1
 The room was great with a lovely view of the canal opposite It had all the things you would expect a hotel to provide shampoo conditioner soap and more I don t often find a hotel that provides you with a toothbrush and toothpaste Surprisingly the coffee in the room was great as well The staff were great and very helpful ,1
 Location excellent staff helpful and friendly breakfast of a high standard ,1
 It is nice to stay in Greenwich A bit to travel to central city but very nice to return to a more quiet area in the afternoon after a long day of sightseeing and shopping in the busy streets of central London Nice to have a classic English pub in the same building No noise problems at least on the third floor ,1
 Really loved this hotel Location was great My expectations were low because it s a student hotel but couldn t have asked for a nicer hotel Staff were great helpful and friendly The room was a bit small but then it is a student hotel Really great ,1
 Nice oversized bed very comfortable room Great location for walking ,1
 Room of standard quality For Scandinavians the hotel is to compare with a Scandic when it comes to room standards ,1
 I found the room was very dusty there was a bottle cap under my bed I found some of the staff to be dismissive when I complained the shower door did not close I had to ask twice for it to be fixed the TV did not work in my room and at breakfast there were cups with chips gone off the side The selection of food for breakfast was cheap and average I certainly do not rate this hotel as a 5 star 3 star and that is being generous I would not spend my money again to stay at that hotel Lisa Michelle Ryder,1
 Location and rooftop with pool was the best Also good breakfest ,1
 Clean quiet centrally located hotel Polite an efficient team of employees ,1
 Everything was good,1
 The Bed was fine hotel was good front of house excellent,1
 Staff friendly and helpful,1
 Great lication,1
 The hotel lies in a central area where one gets an easy and quick access to different facilities public transportation shops and restaurants etc I traveled with my wife for 3 nights for leisure and we both believe this hotel was a good choice We definitely recommend this hotel to couples and families ,1
 Everything was wonderful but especially the staff I had forgotten my ipad charger and Stephano offered to bring in his from home unbelievable All staff at the front desk were professional friendly and knowledgable as were the other staff members Everyone went out of their way to address any needs or wants and always with a smile I d like to compliment Maria who prepared aperitivo every evening delightful person who made us feel quite special even preparing an individual serving of tiramisu I d definitely recommend the Berna to friends ,1
 Great location great restaurant lounge area a bonus ,1
 The bed was very comfortable,1
 Location Clean Staff friendly ,1
 Location and staff,1
 THE LOUNGE AREA ONCE AGAIN VERY HOMELY ,1
 Went to Adele concert at Wembley,1
 The Best HOTEL not the 1st time to stay and had an amazing experience as usual plus this time I have a small accident on the last day which needs to go to the hospital and the way they help me let feel home for sure it will be 1st choice hotel whenever I will visit London ,1
 The beds were very comfy and the hotel was is a good area which was within easy walk of the nearest underground station ,1
 The location is very near to Lima metro station and to Milano Centrale station ,1
 Efficient staff Quiet room,1
 Everything,1
 The location is perfect and despite being right in the centre of Barcelona the room was incredibly quiet We had a suite which was perfect especially as we were travelling with our 10 month old baby she had her own room the lounge The terrace meant we could relax outside while she napped I m not sure there is much difference between the suite and the jonior suite seems we had slightly different terrace furniture and that was about it ,1
 Thought the hotel was in a good location ,1
 Very good location Nice personal the reception,1
 The bar lounge and restaurant area were nice ,1
 Great style very clean The room was excellent and done with taste and very clean Really enjoyed the top breakfast with service and fresh food unlike so many 4 and 5 star hotels that serve buffet like a canteen with poor ingredients ,1
 Size furniture of apt and security to access building ,1
 Beautifully decorated hotel room and really friendly staff Great location with a view of arc de triomphe and right next to champs elysees ,1
 Nice interior The room is big and comfortable ,1
 The staff were all so helpful and catered to every whim with a smile,1
 Hotel was comfortable clean and our room was well equipped We did not pay for breakfast as went to the Weatherspoons next door Location is brilliant as close to Liverpool Street No charge for leaving cases after check out Impressed with the complimentary wine and nibbles for my son who was celebrating his 21st birthday ,1
 Convenient but quiet location,1
 the staff are wonderful especially one staff name Som was so helpful to me because i needed help to report my lost wallet ,1
 Staff was very kind and helpful Best Western is a brand that keep a certain level of quality ,1
 Excellent for disabled travellers ramps lifts wet room It was very clean and great access to metro buses and train cafe s bars restaurants supermarkets ,1
 Good location Nice and clean Helpful staff,1
 The location was superb delivered right to the door by The Gatwick Express The lobby was lovely the staff very friendly and helpful the beds were extremely comfortable ,1
 Location is good and close to train station ,1
 Excellent location helpful staff rooms were spacious clean and beds were very comfortable ,1
 Danielle at reception was fantastic very helpful and very willing to help us,1
 Location is good and convenient ,1
 We arrived after 11pm only to be told that all the twin rooms the type we d booked and prepaid for were all full so we were being upgraded for free to the presidential suite with an extra bed made up in the living room area for us Not only this but breakfast was included in the room which we hadn t originally paid for as well as access to executive lounge ,1
 The restaurant and barman ,1
 Surprisingly good value for money I have stayed in London hotels at twice the price that weren t as comfortable Great room Great bed ,1
 It was a good location ,1
 The bed was comfortable and the room just lovely Every amenity was considered The bar is wonderful ,1
 Very pleasant and accommodating staff I had to make several updates to my reservation due to schedule changes during my stay Further they have very flexible liberal pet policy at this hotel which is a differentiator for me I stayed here 3 years ago and had same experience this time Same pleasant stay still love Sky Lounge room service was fast and food reasonable and good ,1
 Very comfy beds and helpful staff Easy walk to the tube station Price we secured was very good Access to computers and printers very helpful ,1
 Staff were pleasant Location just 5 mins walk from Eventim Apollo Good transport links,1
 Location,1
 Everything was wonderful ,1
 Food was not good,1
 Helpful staff,1
 Good proximity to the train station clean and comfortable ,1
 The location was excellent the beds very comfortable and large the bathroom was a bit small but ok,1
 Leisure facilities,1
 Everything from the moment we stepped foot inside everything was just perfect The room on the 9th floor was just amazing with its huge balcony and amazing views ,1
 Location Bar and Restaurant was great ,1
 Very friendly staff great location to travel to anywhere in and around Barcelona Good breakfast ,1
 The beds were very comfortable I am a disabled person who walks with need of a rollator the room was as reguested with the biggest bathroom I have ever had in any hotel A lovely big bedroom with plenty of room to move about great wardrobe and draw space for clothing This hotel was in a good area and easy for myself and my granddaughter who accompanied me to attend my grandsons MA graduation in the near by university There is a very nice shopping centre with coffee shops restaurants etc Just a tiny walk from the hotel We were very pleased with this hotel and hope the next Holiday Inn we will be stopping at in Vauxhall because this is near my grandsons home will be as good Full marks for all from both of us Carol and Ally Fryer ,1
 Location and staff,1
 Room is modern clean and beds are comfortable ,1
 Great location Room was excellent very comfy bed Didn t want to get out of the shower Had a free upgrade which was amazing ,1
 Rooms were nice and clean Bathroom was best part shower was very relaxing and the heater on the ceiling was nice touch ,1
 great location very high quality wifi and very lovely hotel staff,1
 Comfortable and good location good choice at breakfast too ,1
 The bed,1
 The staff was excellent Very concerned that you were satisfied It is a great hotel except it is a touch too far from city center ,1
 The friendliness of the staff the cleanliness of the place prompt service aswell the bed was comfortable loved the main pub with all the quirky clocks on the wall breakfast selection was spot on and catered for both mine and my partners needs would stay again without a doubt ,1
 location next to the conference center very friendly and professional staff big choice of breakfast good coffee comfy bed,1
 2min walk to the tram station 15min ride to central station that was perfect ,1
 Staff are excellent and eager to help The facility is look like new ,1
 The executive room was very spacious and the bed was excellent The bathroom was very good too The location is a quiet suburb and tram station is a 2 minute walk and this takes you straight into the city centre past many of the tourist sites such as Anne Franks house There is also a good park next to the hotel The staff were extremely helpful and the shuttle bus service is also very good ,1
 Location,1
 Beds comfortable Good size TV Clean ,1
 GREAT HOTEL GREAT BREAKFAST A LITTLE BIT DATED COMPARED TO THE PHOTOS BUT STILL OK BREAKFAST CHOICE GREAT STAFF GREAT,1
 The newly refurbished rooms ,1
 Wi Fi was excellent ,1
 Very comfortable bed and quiet room ,1
 The bed was comfortable and the room was very clean The staff very nice ,1
 Facility was great fantastic location just off Old Street underground station ,1
 I ve always loved this hotel been staying here for 4 yrs now Great decor friendly staff ,1
 GREAT BREAKFAST IN A NICE DINING FOOM,1
 Exceptional bed spacious room very helpful staff,1
 Staff were very friendly and had good local knowledge Well situated hotel within reach of all local attractions Breakfast was a bonus ,1
 Lovely evening meal in restaurant with a charming attentive waiter Large comfortable bed I was pleased to see a friendly resident cat I so miss my cats when I m away ,1
 I absolutely love this hotel The staff are brilliant and friendly the decor is beautiful and the rooms are incredibly comfortable and cosy I stay here frequently due to this Feel very much at home,1
 Bar and gardens to te rear central loacation,1
 Subway is cross the street The room is quiet The included breakfast has good selections ,1
 Fantastic location right next to Tower Hill tube with great views of the Tower of London Great lobby area cafe and bar Small but functional rooms excellent value for money Enjoyed the apple TV and movies available Quiet and well insulated rooms with black out curtains ,1
 Decor and fittings tasteful Proximity to Paddington station,1
 Location excellent,1
 The bed was King size essential for a 6 plus body and very comfortable We had a very peaceful stay with a great selection at the breakfast buffet The reception staff were wonderful and solved every problem ,1
 Good location Spectacular views Bus literally in front of the hotel backs onto Waterloo station Superior rooms are very spacious Good hardware like huge TV Flexible and helpful staff Beautiful materials ,1
 Great rooms and location right next to the Excel centre,1
 Food was excellent staff were very friendly and helpful Location was excellent view from room was pants ,1
 Amazing city view,1
 The rooms were clean and staff at the reception desk were friendly Quick check in and check out also ,1
 The staff were quite helpful and the breakfast was nice Location is excellent right next to a very nice park ,1
 The bed was large and very comfy,1
 It is a very clean and modern hotel near to the Milan Central Train Station and Metro stop In our next visit to Milan we will prefer this hotel again ,1
 Everything,1
 Good roof top bar however at 10 for a pint of larger it was too expensive even for London,1
 Good Location 10 min to the train station and central metro tram busses airport connection Hotel Vienna is old and rooms are spacious with big windows and proper heating sistem The Old staff is very welcoming and informative generally friendly ,1
 Location for Sants Station is excellent ,1
 The location The car park ,1
 The room was very nice The included breakfast was very good ,1
 Location,1
 bathroom was spacious,1
 Great location for the Barbican which is why we made the reservation Not so good for the west end ,1
 Beds were very comfortable good selection of breakfast nice lady on the bar,1
 Although the location is not central it is well connected by trams which makes travel easy The room was spacious and the amenities were 5 ,1
 The hotel was lovely comfortable bed nice bathroom The room was great to be honest it had everything you need ,1
 Location,1
 Staff lobby and conserge services,1
 Room was fine but dated ,1
 Excellent location even with renovations going on we had no problems ,1
 Staff very helpful was a strong smell of cigarette in our room on the first day they quickly fixed the situation and put in a different better room Mister Porter restaurant food was delicious better than Gaucho in London The spa is nice and very relaxing after a long day walking around the city The swimming pool is definitely a plus big thank you to Cecilia at the SPA she was very welcoming always checked if we didn t need anything Thank you for your time and help I have been very impressed with the quality of the service client from Amsterdam W hotel one of the best I have seen so far from a W hotel and I did quite a few I will definitely come back ,1
 Great location Great service Friendly staffs,1
 the staff were overwhelmingly kind pleasant and helpful Room was excellent and views were stunning at breakfast pool was a perfect relax at the end of a hectic day,1
 friendly and helpful personal nice room with terrace excellent size of bed,1
 Fantastic hotel Service good Pool and spa facilities very good Prize raffle on arrival nice touch,1
 Very clean Good location ,1
 We especially liked the bar where we would always end our hectic days with a relaxing drink or two The bartender Joanna and waiter David were extremely friendly and accommodating and always greeted us with a smile The cocktails were delicious We always looked forward to ending our evening with them The concierge Nik was always eager to provide help and suggestions when asked I would definitely recommend this facility ,1
 location helpful staff comfortable and clean,1
 Decor and room,1
 The staff are wonderful ,1
 excellent location choice of breakfast,1
 The location was good Although I feel we were misled in the fact you can view the Eiffel Tower and the Arc de Triumph You can however see the only just the top of the Eiffel Tower Not exactly a view Defiantly not worth the extra money as you don t have even a balcony to view from ,1
 Close to the center Living in a hotel of your dreams like a fairy tail the personnel was extremely polite and helpful,1
 Great location Great find ,1
 The service the food and the location,1
 Good location near tube,1
 great location,1
 Breakfast was great and pleasant service,1
 Position,1
 Beautiful customer service lady,1
 They not good,1
 The location,1
 Very nice decor great helpful staff,1
 Location was good Staff were all lovely and very friendly Very clean ,1
 location is excellent directly across from Kensington Gardens Our room 720 was modern and recently renovated Very handy small store next to hotel which sold fresh fruit wine beer etc Close to Paddington,1
 Excellent service Professional and friendly staff ,1
 the hotel was what we expected and more from the reviews we read bed was huge and really comfy breakfast excellent selection ,1
 Staff are friendly and nice,1
 Everywhere was perfect ,1
 The lobby,1
 I got the room with the view of Arc de Triumph and it was nice I could also see the Eiffel from my room,1
 Breakfast was great so was the service The Concierge was superb ,1
 We loved the staff and the bed,1
 all was fine to me good location ,1
 Location,1
 The wifi facility was good The theme of the hotel was amazing The honesty bar was nice and good set up The staff was really helpful and nice,1
 Location,1
 The bed and pillows were very comfy and big bottles of shampoo instead of those silly little bottles ,1
 The staff was amazing Very helpful cheerful and overall nice people ,1
 It was clean and staff were very helpful,1
 Location and friendly staff,1
 Location was very good for us as we enjoyed the walks along the river to the bridges and to the tube Very modern inside hotel new attractive functional bathroom Comfortable bed Most amenities All staff friendly concierge very helpful porters also Quiet room tenth floor was a long way from traffic and construction noises Buffet breakfasts had a good selection Hot breakfast very good ,1
 The rooms and location,1
 Location Wide room Coffee machin in the room Clean,1
 The room was quirky comfortable and good value The check in staff were lovley especially Marta who was genuinely happy to help and interested about our visit ,1
 Good position clean minimal room friendly and welcoming staff I did not have breakfast but it looked nice and with a good variety It s in front of Kensington Palace gardens which is great for a quick morning walk ,1
 The rooms are amazing so individual breakfast superb staff fantastic,1
 The staff were friendly and offered to help Also quick to get a iron and board to my room ,1
 Location,1
 Bloomsbury is a convenient and pleasant location,1
 Location,1
 This was in an excellent location finishing touches made it ,1
 Excellent rooms Great staff Slick and efficient minicab service by Carrot Super breakfast buffet and a la carte options ,1
 nice room breathtaking view friendly staff cool but overpriced restaurant,1
 Super breakfast Very comfy bed Good helpful front of house staff Good food and service in bar,1
 Complimentary biscuits and free phone during the stay,1
 Location was great and rooms clean and comfortable ,1
 Lovely upgrade thank you ,1
 Good rooms pleasant hotel breakfast was good ,1
 Nice rooms and balaconies coffee machine and very good location,1
 Excellent value quiet warm atmosphere large comfortable executive lounge good feeling all around If u know how to use tram and bus very close to public transport as well as a nice Park and of course SchonBrunn palace,1
 The whole experience will come bk when in London staff made my mums bday very special,1
 I liked the orange juice at breakfast and the amazing staff at reception ,1
 Definitely recommended Also very tasty breakfast ,1
 Fabulous location and quiet considering the busy area Lovely staff spacious room and quite comfortable ,1
 Absolutely best fit in all categories Location free cheap shuttle to Schipol On a direct metro stop to Centraal Modern Clean Full Featured rooms and facility with all bells and whistles Professional Friendly staff who bend over backward to make your stay not only comfortable but special Rooftop bar Restaurant with food available at all hours with great view and ambiance Value is phenomenal when you compare it to typical AMS hotels perfect balance of features price and location,1
 The bed and the room was comfortable the heated towel rack was very nice The reception staff was very nice too ,1
 Location to vienna central train station Room was very clean with view of city ,1
 The Breakfast Amazing breakfast and the youtube channel was a plus on the tv There s a lot of good bars and restaurants minutes away ,1
 Nice clean spacious room solid breakfast,1
 The location is excellent and the concierge assisted a lot as we had quite a few enquiries however it s not service with a smile kind of more impatient Room size was good Junior Suite but the soundproofing through the door wasn t so great and we were near the elevator ,1
 excellent location creative design safe and just like a home staff very nice and helpful Found one of best breakfast just opposite the door,1
 This is beautiful hotel with excellent staff Our room rate included breakfast but for any future guest who may buy it separately it is excellent and more than worth the money The woman in the restaurant during our stay was really lovely too ,1
 room was nice and clean bar well stocked,1
 We were able to get a room for three people three single beds and at a very reasonable price considering the location Reception staff were very friendly and very helpful Hotel was really lovely small but tastefully decorated,1
 The location and that our request for a balcony with a view was great ,1
 We always stay here as im a avid fc barcelona fan the staff are always pleasant Taulant the barman is brilliant Please note this property is not near las ramblas but the D20 bus right outside for 2 15 euros will take u there a taxi from this hotel vack to airport will cost approx 26 euros ,1
 value for money near DLR,1
 easy access to everything Shops bus train is just a walking distance ,1
 We loved our room didn t want to leave we were upgraded to the suite wow it was fab As we were there at the weekend the parking is free on the road just outside which was a bonus as we were going to use the NCP car park plus the dinner hall namely the great hall looked liked hogwarts,1
 Great location if you need to be around Milano centrale station Nice facilities comfortable bed spacious room They had a smartphone like device I could use for free calls and internet inside and outside the hotel really nice bonus Decent breakfast Nice and helpful staff Good amenities set You can find in your room pretty much all you need Lots of restaurants and coffee place around Well communicated with other places of the city ,1
 The room and the service helped to make our anniversary special,1
 its nice location and the menager mr nachos very friendly,1
 Staff members were very helpful ,1
 Close to the tube and the concierge s,1
 The room had been recently completely refurbished it was really nice ,1
 The staff and rooms were very nice,1
 Great location and friendly staff,1
 The hotel was very clean and the location good I also liked the decoration of the room ,1
