,review,is_positive
2462,small   comfort,0
2463,lone femal travel found raval area night unsavouri charact made look shoulder littl daytim ok tri streetwis possibl hospit garden boqueria market conveni within 5 10 minut walk port 15 minut walk use made use one boat tour ran 12 15pm season,0
2464,menu limit,0
2465,aircondit system function intermitt temperatur insid  feel hotter set,0
2466,barman sky bar friendli littl abrupt,0
2467, uncomfort small,0
2468,load corridor stair   help carri bag singl femal 30 kg luggag difficult front stair 2 stair case  sure put  stair,0
2469,1 rude one  check discuss wrong transact done  repli time go contact book com book com repres confirm made mistak solv issu employe rude know deal custom 2 mostli answer  servic front desk call,0
2470,occas like  stay basement junior suit  3 chair tabl work height wise sit work chair way low mobil phone recept tv left  neither watch  armchair comfort doubl  suit pleas put though gener  great  welcom,0
2471,king helton execut  dosent look like king execut,0
2472, bit small especi tripl  3 us  help other came knowledg area restaur etc,0
2473,deserv 4 star clean  earli morn ocupi stair elev  good,0
2474,noisi  small  bar close,0
2475,difficult park downstair narrow space strang angl run pole,0
2476, includ would nice touch,0
2477,pictur repres realiti  disappoint,0
2478, way small photo deceiv put second luggag top wardrob bring time need less 2 feet passag way  hang tv wall space two peopl move around  one us stay time  made stay  uncomfort frustrat small ,0
2479,bit hard find use address given entranc differ street opposit tube station  vegetarian friendli least gave nice salad request,0
2480, bit small london small,0
2481,tv small canb littl noisi,0
2482, made short peopl stand underneath without bend wash hair,0
2483,littl pricey sure expect area,0
2484,stay  bunkb kid scare use top  ladder fix  move,0
2485,overal experi good,0
2486,light  ambient either dark far bright minor point realli,0
2487,swim pool,0
2488,slow wifi work time,0
2489,socket ,0
2490,complaint plug point kettl problem move sid use  ok adequ,0
2491,gffd,0
2492,bath glass door broken window ,0
2493,hit cold snap snow  heat work bath radiat switch work hous keep suppli anoth heater tri help engin call repair,0
2494,air condit inadequ,0
2495, comfort two hard twin size  push togeth small vaniti area lack suffici light put makeup etc open floor plan black tile dark furnish made  dark,0
2496,busi imperson ,0
2497,place 8 floor one  lift shaft whole nite lift dynamo run keept us awak happi also  realli way area nice thank god one nite,0
2498,none,0
2499,never got respons onlin request abil check prior 2 pm time slot got  told unabl check earli end wait six hour wherea could plan accordingli request respond,0
2500,slipper find,0
2501,like setup  bath close  coupl could littl inconveni,0
2502,poor view hair grip left ,0
2503,sofa  third person ancient could feel spring thin mattress son manag sleep would,0
2504,rude unhelp night  terribl  smelt urin like someon attic gym fit facil go one canari wharf much better  servic bother answer call,0
2505,iron possibl long walk  miss signag navig ongo renov,0
2506,receptionist friendli straight face time,0
2507,cant fault anyth abouy  alot place mu boyfriend travel alot one best  stay,0
2508,euro18  way expens,0
2509,enough light  lamp,0
2510,thing miss  laundri rail  also ventil ,0
2511,lot everyday  cannot speak english chambermaid etc,0
2512,includ  price,0
2513, two twin  would small would enjoy stay long,0
2514, realli bad late check ring polic strang say charg 10 hour extra 28 min late ring polic,0
2515,base cost  impress bottl water complimentari,0
2516,small  move elev small use step,0
2517,wish pool,0
2518,time check recept  tri impos bill mine accus take bottl beer even drink even went say empti bottl beer right fridg big lie,0
2519, could better organis extra  although  appear fulli book therefor busi item unavail sunday due shortag  great  impecc,0
2520,fine,0
2521, ground floor back 03 seem littl cold sit  even though play wall heat control howev  temperatur fine sleep,0
2522, end maze long distanc elev seem separ build link togeth later,0
2523,ask pot tea  toast  kept walk past us,0
2524,enough tabl chair eat  famili sit separ peopl move half way  seat togeth need tabl,0
2525,tini   major issu toilet flush also ventil good fog heavili  good  time long wait queue due tour group lead us skip ,0
2526,unfortun renov go  day mainli manag handl apologet definit come back,0
2527,thought use gym pool includ price pay extra,0
2528,price  includ ,0
2529,power went part  close kitchen return sight see unabl get dinner,0
2530,wifi limit surpris disappoint busi orient ,0
2531, need revamp recept area keep 4 star  paint mark  recept rude unhelp,0
2532,price doubl weekend,0
2533,cleanli facil,0
2534,n,0
2535, stank cigarett smoke money taken account without permiss paid full bill left money take disabl daughter anywher ruin first hilton experi still receiv money back furiou disgust,0
2536,bar open swim pool,0
2537, includ,0
2538,advis  licens sell alcohol abl use restaur plan celebr friend ate elsewher,0
2539,stair pool hip problem could use,0
2540, small tight geniu member use ,0
2541,bar area well set,0
2542, includ,0
2543,bath unpleas smell assum old build,0
2544, littl cramp 2 peopl luggag,0
2545,bar prici quit usual everi ,0
2546,holiday inn provid porter servic  especi stair climb get elev provid drink water bottl 1 night 6 night stay gym,0
2547,standard  face interior light well window open bit confin bad,0
2548,small bath bath,0
2549, could richer,0
2550,warn bath door tub coupl fine famili friend ideal modest,0
2551,expens bar dtink,0
2552,far citi center noisi realli 4 star ,0
2553,lack wifi thing practic right start,0
2554,milk ,0
2555,shame  restaur even  recommend two within squar realli good friendli  great surround excel food,0
2556, could gener,0
2557,although nice touch welcom cooki us nut allergi day age plenti peopl would nice offer someth without nut content,0
2558,despit luxuri bath hotwat system brilliant  bath water never hot warm slightli warmer,0
2559, big look pictur,0
2560,ultramodern dark atmospher,0
2561, expens servic charg ad servic great,0
2562, french rich american tast,0
2563,problem park garag avail expens,0
2564,provid map  find car park drive around 2 hour look complet sight shop center sign end paid taxi driver 10 show us advic better map better instruct,0
2565,went pool relax howev sinc small area lot kid loud frustrat understand hand mayb implement kid hour two would make pool area littl peac,0
2566, small book superior  slope roof  meant could stand one side wash hand basin part wardrob furnitur  area like bath area,0
2567,meal good valu money,0
2568, price,0
2569,mattress comfort old use electr compat mobil charg neither pc bath bagno block water remain 2nd day,0
2570,poor  design poor valu money,0
2571,window  difficult open way air,0
2572, uncomfort,0
2573,problem poor wifi recept,0
2574,wifi connect  lavatori well heat,0
2575, could bigger 4 star  restaur dinner expens 10 euro one soup,0
2576,water wash sink goe slowli wash sink near  may wake person night,0
2577, hard excel qualiti hard long walk center doabl like walk,0
2578,bread mouldi   menu date,0
2579,n,0
2580, smell bit cigarett,0
2581,bar lobbi could luxuri cheap glass scotch dirt look tabl help much,0
2582,check took long one person behind desk queue 5 guest 3 concierg chate also behind desk pillow poor bathrob larg towel expect 4 star ,0
2583,lift bit narrow,0
2584,like buy coffe tea  coupl tea coffe sachet put daili would cost lot yet would ad lot valu one stay,0
2585,spoon  fridg cold froze fruit salad,0
2586, alway miss someth fork milk etc could bit gener bread croissant etc  could bit makeov,0
2587,toilet window intern window whatev happen privaci,0
2588,terribl restaur,0
2589,carpet stain blood drop flag recept obvious ignor housekeep recept immedi offer anoth  despit book com state 1  safe 2 pay per view channel neither avail,0
2590,park charg,0
2591, view,0
2592,whole properti feel look date,0
2593,recept alway busi  good consid price,0
2594,,0
2595, soft ail back would also like comfort chair watch tv  rather small,0
2596,check process terribl arriv approxim 3 30 check 2pm list confirm form told wait 1 2 hour  would readi also would consid 4 star  perhap 3 final websit indic grang buckingham serv  daili  resid   ground floor choos varieti  item includ continent cook  select assum  includ price  extra cost mention terribl misinform potenti guest,0
2597, busi recept help,0
2598,shoddi present scuf furnitur mark carpet strang deep half size bath  bath tap mark sleep disturb metro  mechan nois 4 15,0
2599, far metro thout book enclud  wasnt pay mor 110 ,0
2600, bit stuffi,0
2601,outlook view,0
2602,look better pictur expens get,0
2603,slipper  wall sound proof,0
2604,horribl hope next stay better sinc cancel polici horribl ,0
2605,mani good shop restaur nearbi,0
2606,worndown rather unclean  today standard ,0
2607,one two  need new matress ,0
2608,  1st floor bit noisi disturb sleep move 4th floor second night great sleep although food good food menu even could choic,0
2609,extrem small   put anyth sid tabl tini desk  made,0
2610,check self servic person,0
2611,could refurb job look  night would disappoint stay wife,0
2612,poor qualiti bread,0
2613, could better english hard understand sometim,0
2614,bad sound insul corridor,0
2615,wifi work  5th floor work well loung,0
2616,everyth realli good,0
2617,  one morn price 18 much select quit poor  good let neg thing say though,0
2618, poor croissant coffe chees ham cornflak bread yogurt want eat someth hot scrupl fri egg pancak includ  order wait list 10 15 min wait time peopl   imagin busi day,0
2619,wait time elev,0
2620,size ,0
2621, sad horribl dirti look wall wall carpet best day furnitur long gone,0
2622,fault,0
2623,pillow hard like rubber ball,0
2624,awful internet poor view window littl bit far citi center,0
2625, dirti dire need updaat  linen uncomfort bare got sleep last night pari unabl find  anywher els 3 star due fashion week know one avail,0
2626,drink food exspens,0
2627,size  tini even u could put luggag valu money vs comfort bloodi poor,0
2628,nauseat smell paint paint made sick face towel iron board  terribl coffe  drain full hair tub drain,0
2629,neg,0
2630,bother pay extra club  club loung need updat bit stuffi decid  main area disappoint get  15 00 hr state book rule check earlier st ,0
2631,surpris  offer free wifi matter two robe instead one  book offic bar bit unpleas non accommod,0
2632,wifi lower ,0
2633,leaki kettl sure ask would replac problem check check perfect everi way us,0
2634,favour sort intern way find sign labyrinth issu lazi approach respect make sure guest know find way expens  complet joke plenti sign compani london hire one,0
2635,tini  old decor distanc away train station,0
2636, could bigger better newer matrass,0
2637,pay nearli 10eur wifi work properli forgot toothbrush  none spare good  certainli 5 star,0
2638,bathrob,0
2639, booklet notic downstair advertis afternoon tea lobbi yet never saw happen  complet unawar ask hear footstep upstair  quit loudli ,0
2640,quit far insid,0
2641,internet seriou dissapoint,0
2642,bar alcohol drink avail stay licenc renew free internet slow work go ,0
2643,glass panel  small easi make bath wet,0
2644,unabl access game  use confer stay,0
2645, size quit small bath middl  uncomfort bath,0
2646,big  feld  polit miss bit person touch  look pleas job,0
2647,c hard figur think ever got right,0
2648,sever front desk  warm  servic provid clean glass throughout 5 day stay arriv refresh bottl water mould ,0
2649,nois travel  could hear peopl next ,0
2650, small queen size window realli need replac heat  loud turn 20  excess go unless serious discount,0
2651,everyth good bath small  water go drainag straight away wet everywher cupboard function hard reach,0
2652,repair bath window terribl draught come handl secur window draught surpris 1 radiat bath none ,0
2653,tripl  smaller advertis pictur net,0
2654, realli super comfort although ask quiet  outsid window footbal field could hear peopl talk also ball hit grid,0
2655,see glass wall bath took get use,0
2656,problem nois street light come jam curtain,0
2657,would prefer cheaper price still good valu money,0
2658,alcohol drink sold bar poor clean ,0
2659,hot weekend air condit poor front window open nois earli hour,0
2660,10 floor 2 elev plume problem  bathtub park lot 5 minut give take ,0
2661, savoy  emb  chang  name,0
2662, quit far elev,0
2663,book twin superior  got doubl camp   ground floor underground heard everi train go request ground floor  real shame,0
2664,care  rear street cobbl bin drag earli morn 5 30am budget  busi  fact sign entranc say pension domizil,0
2665,comfiest  like nice duvet got littl warm overnight heat air con blower littl load shut open window garden view first floor actual flat roof church side nice,0
2666,could big mirror weetabix ,0
2667,get upgrad next time  man bar hard work order serv pay bill chase everi time,0
2668,pressur pay upgrad  subtli suggest  good,0
2669, exceed expect everi way would hesit recommend friend,0
2670,request docksid view search  crown plaza came price arriv advis need pay addit 60 2 night view mislead poor start trip,0
2671,fals sauna pool info descript page  incluld cold water jacuzzi,0
2672,everyth perfect,0
2673, expens supermarket restaur near   outsid babi  comfart ask extra blanket put babi,0
2674, servic knock door even though disturb sign disturb sleep,0
2675,road pari realli confus  fab though metro easi close,0
2676,sunday morn wake call work  open kind late,0
2677,carpet  appropri allerg peopl parquet would better suit good  disappoint scrambl egg bacon bad orang juiic pain au chocolat excel,0
2678,park 30 24hr told 24 got charg despit car park less 24hr  15 50 great buffet style draught lager beer,0
2679,warm environ cold day,0
2680,felt buffet  although good order freshli made meal,0
2681,tea coffe make facil  air condit made air skin dri woke feel dri,0
2682, stuffi warm air condit poor,0
2683, attitud phone work cold dirti water ,0
2684,outsid  look realli date let put,0
2685,size  bath extrem small,0
2686, rather warm could open window air con seem effect,0
2687,told taxi book  fix price airport taxi driver ask exact amount waiv extra toiletri rather small size 2 peopl order use swim pool told would go robe reason use facil light bath could better devis,0
2688,good,0
2689,standard doubl  realli small wide enough fit  ok 2 night day comfort longer stay,0
2690, absolut freez cold,0
2691,washbasin littl tini  quit larg r al issu,0
2692, hard charg 20 open tab facil use need,0
2693,shame roof top terrac pool open awar book hot enough drink terrac,0
2694,poor ,0
2695,much spaciou,0
2696,free data phone spare power charger useless entir stay  could made extra effort least get spare standard samsung phone,0
2697,mani thing work,0
2698,recept could call taxi,0
2699, old ugli ceil bath kind disgust  seem broken left side made loud nois everi time husband got  accommod definit level four star  last year stay novotel berlin far nicer cleaner beauti  quit disappoint,0
2700,would recommend instal new window reduc surround nois,0
2701,arriv meal loung bar also coffe coffe warm servic quit slow believ young male bartend possibl new job meal arriv tabl wait sever minut cutleri given us said meal excel fault,0
2702, dirti arriv ask clean  poor,0
2703,dirti carpet  includ fridg,0
2704,leav,0
2705,uncomfort  ever slept,0
2706,l argent ,0
2707,water  noisi street,0
2708,left wait ask could get glass wine return day would expect abl get drink 5  small issu,0
2709, tini repres photo websit bare decor main  curtain plain blind pictur decor element simpl cushion,0
2710, cost high,0
2711,far train station free transfer train come back consid come,0
2712,stuff friendli,0
2713,bath towel could bigger,0
2714, size  size tini,0
2715,flachsp ler shallow flush toilet small bath,0
2716,mani pillow,0
2717,weather  couldnt anyth,0
2718,went  8 30 milk orang juic plate bowl run replac quickli one ladi unhappi would help member  kept eye situat,0
2719, book 325 smell strongli cigarett smoke ask anoth one given new  without problem wonder famili son eight book smoke  first place,0
2720,wifi broke first day arriv extrem inconveni struggl find store sold sim card sunday ask receptionist said  fulli book accept excus use paper map plan tomorrow trip without way commun famili friend nevertheless alreadi fix next day  hand cleanest one found dust blanket confort  although quit number shop street right make turn toward  10 minut away wien westhbf,0
2721, head kept fall tri ,0
2722,wake alarm inbuilt  set touch went 1am total ruin entir night sleep follow day complet avoid  ensur happen complain duti manag suggest upgrad next time complimentari  next time would suffici persuad return ad turn  bath quit fierc unexpectedli soak cleaner left one  head face main thing guest want stay away good night sleep valu money  fail get basic right,0
2723,swim pool roof quit small best isol  depend neighbor hear convers,0
2724,mani light switch took us figur uow turn light,0
2725,young ladi serv us spa extrem rude bar food disappoint,0
2726,air condit  badli dont l ke th  amaz ,0
2727, expens,0
2728, discov drain block took 30 second water start spill bath took 3 call recept drain unblock 2nd night 5 minut job king size  made two separ made singl  but togeth gap middl free internet reactiv 24 hour period reactiv process complic took much time,0
2729, poor,0
2730,provid direct sign car e entranc exit,0
2731,doubl   compos two singl  put togeth less conveni,0
2732,like wifi  pay  expens busi get bargain often,0
2733,lift bath small grand venu,0
2734,food pool realli aw long wait check sure could improv mayb bad time,0
2735, stuffi could get thermostat air condit work properli open terrac door circul air,0
2736,poor wifi,0
2737,dirti dusti window ledg  remain previou guest snack disorganis coffe situat morn,0
2738,despit chosen polici pay stay  demand payment check nice sinc option cost extra money nevertheless,0
2739,tea coffe make facil ,0
2740,2nd floor woken 8am workmen constantli hammer first floor  phone recept offer complimentari  nice would prefer lie holiday bacon pork product   serv alcohol own muslim adher sharia law bother us veggi  good someth want book,0
2741,mani guest two  te recept desk almost alway wait queue 15 00 check time uncomfort flight arriv morn wait long time  clean floor bit dusti,0
2742,bath bit strang whole  like blown larger version japanes capsul  bath seem strang tube  toilet,0
2743,air condition one  effici enough hot sunni day lobbi well hallway air condit towel smell weird even get new one housekeep need improv,0
2744,tv work  cold,0
2745,park difficulti final use park ride street,0
2746,told would noisi build work go offer altern  one overlook railway one closer build work would book know would build work anniversari  also intern dark  hot air condit loud inadequ  uncomfort three thin pillow two peopl  runner stain overal disappoint stay would recommend  look love lobbi carpet hall way  fade  look tire,0
2747,poor tv recept match warmth ,0
2748,night club  basement could hear music night  mezzanin floor loud audibl nevertheless,0
2749,ice cold  unclear shadi commun smelli sheet cigarett smell place even ,0
2750,dislik,0
2751,cheaper bar price happen,0
2752,facil,0
2753,kettl  want join downstair occasion nice chill tea  take tray upstair conveni,0
2754, littl noisi fruday night,0
2755,,0
2756, small,0
2757, readi 2pm check window ,0
2758,way  manger deal accept bad write written complain,0
2759,bacon hard food hot,0
2760,elev realli function well downgrad  paid tini  still charg rate,0
2761,coffe serv  tabl  almost non excist better way must nice   need refurbish nice outdat schedul septemb,0
2762,furnitur  partial outdat worn bath tile could replac broken,0
2763,price small tight ,0
2764,auto enrol spg biggi,0
2765, could friendlier,0
2766,undergo construct troubl sleep afternoon jet lag swiftli move top floor,0
2767,restaur price actual get also surpris 10 50 servic charg awar,0
2768,bar price littl less pricey,0
2769,paid de lux  part  excel howev must mention wc appear toilet may remov bath includ bath meant separ toilet tini 2m tall man extrem difficult manouevr,0
2770,pillow soft duvet warm heavi,0
2771,slow wifi small ,0
2772,book line via agenc clear book delux  assumpt best avail howev,0
2773,pool clean,0
2774,price spa 15 eur per person per day,0
2775, hardli chang 30 year except add dri scrambl egg bake bean good enough ,0
2776,nik,0
2777, best,0
2778,park first serv basi 7 spot get one park 5 min walk  kid bag 37 euro charg per day,0
2779,could hear underground   small,0
2780,arriv 1 30 pm gave  2 15 pm slow late check  small old furnitur poor internet connect advic go  specif center amsterdam,0
2781,still need complementari ,0
2782, key would second night book com process somehow made key invalid recept took age sort,0
2783, rather littl smaller expect   open  corner good,0
2784,restaur food averag taxi compani  use overpr taxi use return journey less half price frustrat,0
2785,nois,0
2786,size  smallest doubl  doubl  ever free wifi,0
2787,park expens 16 euro per day gete park lot chalang big slope door open automaticali slow arriv fast front exit door car engin die slip back wall big turn right exit coffe  awful 4 star  espresso machin take 10 second light bath feel like forev,0
2788,stay 4 day clean ,0
2789, unpleas special serv  manag quit rude tourist elev broke use stair day half fix  bath tini,0
2790,say pool area heat forget mention water ice cold come peopl either pool childish,0
2791, way warm made difficult sleep night,0
2792,much choic wine much choic food  best taxi servic avail ,0
2793,much laundri corridor,0
2794,specif  wish citi  tri charg much ,0
2795,shabbi worn worthi 4 star almost worthi 3,0
2796,  much noisi make feel pressur alreadi earli morn,0
2797,disappoint  includ state  book,0
2798,wifi connect  realli work commun whether includ price unclear  elabor display messi lot children fill plate got messi,0
2799,pillow comfort strang smell throughout whole ,0
2800,think anyth enjoy,0
2801,thick wall  good noisi neighbour earli start day,0
2802,overal look  bit neglect pictur web reflect imag  tri help feel short went beyond say mean say,0
2803,pool small refresh bit walk site conveni public transit,0
2804,check 3pm,0
2805,electr  morn last day  nice give us discount appreci thank definit come back,0
2806, littl compact  bar expens 17 g beer,0
2807, servic burger brought 1 25 hour although got call 30 min tell chef busi order wine would brought burger good end morn mention email taken half expect follow nice  let littl kitchen,0
2808,way done dinner,0
2809,hard access help upon artival,0
2810, size less expect,0
2811,photo  match provid  provid way smaller,0
2812,bigger rang free tea coffe,0
2813,fault road work road noisi fault,0
2814,price  differ charg ,0
2815,given geniu perk,0
2816,exorbit charg valet park,0
2817,n,0
2818,lack resid loung,0
2819,stay two night one begin cruis one end first night inform  would need  2 peopl return cruis told set second night stay bill full amount three peopl told chang reserv agenc book pay full amount great way end vacat overcharg  inform polici,0
2820,come home 3 great day,0
2821,kettl  like 4  price  15 much menu,0
2822,toilet flush easili air condit good,0
2823, cold maximum temp 23c think even less 23c,0
2824,area look bit rough problem walk distanc shop cathedr milano,0
2825,whole  fabul thing say anyth littl pricey guess true get pay,0
2826,view  wall look anoth part build,0
2827, forgot send invoic via email promis,0
2828,mattress uncomfort door slam  kept us,0
2829,never stay  paper thin wall person next door open door thought enter  hear everyth outsid nois outsid goe 1 2am plumb broken told would replac never,0
2830,terrac roof long corridor old build time good qualiti  valu money  good place choic 1 night stay second  advis  due avail first night lond citi hous  nearbi littl bit qualiti good terrac roof  nice citi view advis  stay,0
2831,tri transfer us paleham  like,0
2832, bit bigger seem compact,0
2833,hairdryer stop work got hot nowher hang hand towel bath,0
2834,hairdryer,0
2835,pay extra wifi,0
2836,lack sport facil limit lift capac although walk upstair downstair resolv problem,0
2837,noisi place listen everi guest arriv even middl night unlucki top got peopl upstair jump place,0
2838,road nois  control next time pack earplug,0
2839,bad experi  small provis placement suitcas etc even though upgrad execut ,0
2840, expens includ  rate,0
2841,servic could friendlier,0
2842,enough spot someth like,0
2843,thing bath live wet  larg waterfal ,0
2844,bolt bath door strang design meant lock bath 3 rather surreal experi housekeep came quickli rectifi situat  serviv good size riverview  excel appoint  mainli good blind could grade housekeep awar need,0
2845,small  even club  small toilet,0
2846, realli good,0
2847, soft use firmest mattress home remov topper help last night,0
2848,love everyth,0
2849, cold sauc,0
2850,paid park walk straight car enter destin sat nav went leav got barrier would allow leav took one minut enter sat nav charg 2 euro extra time,0
2851, bit dark,0
2852,felt price paid even allow fact london  small stay  size much accept  kensington close xx,0
2853,wifi work first night,0
2854, indiffer unfriendli friendli either expens side,0
2855,plug sink  idea find one housekeep came follow morn help left,0
2856,weak water pressur bath,0
2857,small  expect,0
2858,expens small  ok,0
2859,hope slipper,0
2860, small good expect,0
2861,complaint,0
2862,overpr  need updat  tini air con back pay   ,0
2863,awoken earli housekeep even though checkout 12 noon,0
2864,boyfriend went spa variou time throughout day everi time sign said pleas disturb massag back sign liter never move convinc one person shift day someth whomev never desk also troubl  servic order pizza took hour request hour fulfil get thing done time fashion come  servic best,0
2865,could hear  next door dri martini way price,0
2866,ridicul thing 12 day wifi,0
2867,gold membership howev forgot carri physic card membership nmrbr  said honour get point upgrad sinc physic card disappoint,0
2868, bit date also need tv access wifi bit bizarr  almost half hour walk duomo super close central station metro,0
2869,buzz nois night,0
2870,thought  overpr,0
2871, could better bottl water ,0
2872,bad wifi connect,0
2873,waiter english poor major issu chat,0
2874,bit chilli  also heat bath low  pressur  best minor issu rest perfect,0
2875,littl storag space would good hook two bath hang bathrob also electr switch label somehow,0
2876,mind refelct window  due design glass,0
2877,nois come top floor everi time someon walk floor could hear floor,0
2878,worst experi use book com book recommend delux king  2 adult 2 children howev arriv  told stay  4 peopl even though littl daughter 8 month old upgrad  junior suit cost 200 euro terribl experi contact book right away got repli 12 day pass,0
2879,housekeep,0
2880,cleanli  bad wifi signal bar 10 30 pm,0
2881,daylight show curtain  littl bit small 3 person,0
2882,fit facil notic open one soon right besid ,0
2883,unlucki right side  go get earli wake call train station outsid window real shame rest  ie good,0
2884,one thing faucet separ cold warm handl typic british nice look kind battl find right temperatur,0
2885, somewhat pricey,0
2886, bit tire  accept execut level expect,0
2887,gym price roof top area,0
2888, everyth could wish littl small side,0
2889, best far away citi center made feel isol walk walk find soul around even summer  alright exactli friendli nobodi make effort make feel welcom matter fact felt like aswer question bit annoy,0
2890,clean,0
2891,wifi speed land page rubbish,0
2892,carpet littl dirti realli nitpick,0
2893,move  first  leak clear musti smell wet carpet pick housekeep hit miss facil new  miss tea cup bath toiletri minor thing,0
2894,air con quit noisi,0
2895,small  small  better say short taller 180 readi feet hang  lack sound insul  dark everyth pretti old  terribl 25 eur poor,0
2896, could comfi  monday delici sunday morn ask calvado brandi menu avail,0
2897,like got stay  two night pleasur stake,0
2898,odour hay similar   diffus essenti oil provid,0
2899,food restaur could better chef may forgotten salt,0
2900,facil overal quit old,0
2901,strong smell paint chemic stay everi morn 830 sound construct could heard loudli  call ahead ask renov told would hear anyth put final touch paint heavi construct done fail mention build next door complet construct sound jackhamm drill could heard easili wall,0
2902,everyth great  could littl comfort,0
2903, may littl small peopl perfect us,0
2904,bar littl expens,0
2905,weird   saloon dark  look ugli backyard,0
2906, hot aircon seem work properli bar tender struggl make cocktail,0
2907,4 star  huge overstat,0
2908,wi fi enough,0
2909,air condit go 27 c 32 outsid  could help found alreadi 8 pm exactli expect 4 star  found piec big one ceram scrambl egg immedi show  apolog took away plate found left one tray  counter call explain lucki found big piec swallow may small piec egg hard see remov tray replac brought omelett,0
2910, includ,0
2911,left shirt   polici send packag pre pay ridicul day age wont go plenti  around sse,0
2912,kitchen facil,0
2913,good,0
2914,queue ,0
2915,basement  front construct new build opposit goe 24 hour noisi suspect ok finish  small dissimilar local  citi immedi basic clean e slink  furnitur linen rest filthi thick dust top skirt board corner full dust debri phone work extra way lock door felt littl vulner  rock hard like hard mattress normal bad night sleep due hard  nois intend stay forese futur,0
2916,go charg eat  restaur  least provid decent discount  guest ate dinner oa one time bad worth price would nice option eat  decent price two peopl famili even complementari coffe per adult would nice park overpr also,0
2917, provid us  author call jr suit realli jr suit class  furnitur surround wooden fals wall look quit old use need chang  comfort  servic quit long wait cleanli 4 class  quit disappoint,0
2918,recept small get busi time minibar although fridg everi   bit small,0
2919,wifi could better,0
2920,refus store luggag hour return cruis,0
2921,view ,0
2922, bit noisi,0
2923,littl inde,0
2924, disappoint   rude unprofession  feel like 4 star take luggag  bring,0
2925,bill system confus made worri go cost book internet could less confus save  time explain,0
2926,walk station bit far bath bar soap would good addit amen,0
2927,paid 120 get  c tini old  told ac work sent someon came told fix pleas open window,0
2928,slow wifi,0
2929,price  walk road better cheaper ,0
2930,expens base facil,0
2931, restaur facil clean recept,0
2932, lock main door sometim midnight one night stay return late took door open let us view  pretti poor spoil stay air condition cool air recircul  pricey 18 per head ate got good valu local caf,0
2933,rest assur meet exceed standard calib guest assum expect front desk  last stay london spent savoy pranc trainer messag jersey felt less snuff one member front desk  rest assur interview posit member  would walk away unhir,0
2934,book  month ago made perfectli clear  book com wife disabl wheelchair wife walk stair entranc depart told would makeshift ramp arriv told  suitabl book ladi recept read email arriv said awar disappoint break,0
2935,went famili book  good offer 400 euro 3 night 3 month advanc inform kid agre went charg us 200 euro extra son,0
2936,abl open window hot  bath,0
2937, layout odd door toilet,0
2938,complaint lumpi pillow,0
2939,water hose next toilet arab clean water paper towel,0
2940,wi fi could free,0
2941, best,0
2942,like,0
2943, ground floor near din  aw,0
2944, need p olit,0
2945, size  cosi bath glass door ws stay friend ideal even stay partner would still want privaci bath,0
2946,littl disappoint  pool expect someth recreat pool area bit small pool quit cold hope someth littl spa sauna like definit area meant kid suppos shallow depth would good younger children,0
2947,far citi,0
2948,littl better food snack menu,0
2949,execut club food aw dri cold  food 7am prosecco champagn sparkl wine poor select alcohol drink felt like airport loung rather execut club,0
2950,expens,0
2951,servic water pool cold good valu money menu limit,0
2952,bar open,0
2953,ordinari ,0
2954, aw bad carpet deliber left crumb carpet see would hoover next day noisi next door bath small,0
2955, vant rememb two time row infor colleg stay day next day kuck are book even trieng find salut arog rude,0
2956,varieti ,0
2957,control air condit  hot window open cool air smoker adjac  sit window sill talk loudli 2am night suppos nonsmok  could smell smoke throughout floor lobbi even restaur bath nice  leak didnt drain properli lift old rattli noisi  next lift,0
2958,poor  qualiti date fit decor  clean would expect pricey  extra deposit mention book condit poor,0
2959, look street noisi night,0
2960,tea coffe,0
2961, expens  fair,0
2962,air condition stop work  apologet gave us fan  complimentari ,0
2963, buffet averag littl select  realli friendli,0
2964,quatari own  alcohol arab atmospher english electr problem c difficult set,0
2965,hot water take  good weather cold also,0
2966,outsid nois lorri offload 04 00hr 06 00 hr make difficult sleep alloc ,0
2967,nt know,0
2968, help  apart  sheet great,0
2969,bar area nice lack atmospher price high peopl go,0
2970,wifi also receptionist check us realli friendli day saw follow morn ignor said hello,0
2971,basin overflow full bacteri growth  cubicl similarli unclean problem visibl clean teeth   tile also show sign come away directli  tap would suggest review monitor methodolog instig period deep clean wonder actual act inform,0
2972,servic cafe restaur cleanin  ,0
2973, soft  hot,0
2974,picki coffe tea facil within  would benefici,0
2975,sunday afternoon decid quiet drink whole atmospher shatter group children run around like banshe scooter recept sit area parent anyth stop concierg came told stop climb furnitur  fault though,0
2976, readi arriv rude maid ,0
2977,ant  bath water trap  meant bad smell put wet flannel drain plug  stop smell,0
2978,would good includ  standard,0
2979,hangov saturday morn,0
2980,cost lift,0
2981,book  someon els ask stay sister ,0
2982, littl bit small,0
2983,bathtub bit dirti,0
2984,nois outsid  hot enough fresh air,0
2985,bit date deco,0
2986, rather tire need refurbish first check given  clean sinc last peopl left move anoth ,0
2987,mani taxi around,0
2988, ideal us,0
2989,wifi could better  bigger nicer,0
2990,broken kettl plug light tatti bath charg thing overnight electr cut switch light,0
2991,surpris spend 07 night two doubl  ask pay earli check fee check 6  red meet chicken base dish avail would prefer sea food option well us prefer fish red meet due health reason specialti fillet sea bass modha would super,0
2992,sink bath small,0
2993,n,0
